Team Number,Match Number,Starting Position,Hab Line 1/0,Auto # H Ship Side,Auto # H Ship Front,Auto # C Ship Side,Auto C Rkt Lvl,Auto H Rkt Lvl,Auto H Rkt Lvl [2],Auto # C Dropped,Auto # H Dropped,Tele H Ship,Tele C Ship,Tele Rocket H L1,Tele Rocket H L2,Tele Rocket H L3,Tele Rocket C L1,Tele Rocket C L2,Tele Rocket C L3,Tele Dropped C,Tele Dropped H,Def pl amt,Def pl quality,Def rec amt,Who Played D,Fouls? 0/1,Dead 0-3,Highest success,Highest attempt,Was assisted? 1/0
1781,29,M,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
5943,29,L2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,0
1690,29,L2,1,0,0,0,0,2,2,0,0,0,2,2,0,2,0,2,1,2,1,0,0,0,0,0,0,0,0,0
5084,30,R2,1,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0
836,30,M,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,3,3,0
449,30,M,1,0,1,0,0,0,0,0,0,1,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1058,30,R1,1,0,0,0,0,1,0,0,0,0,0,1,2,0,2,2,0,1,0,0,0,0,0,0,0,2,2,0
1923,30,L1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,0,2,2,2,0,0,0,0,0,0,0,3,3,0
2265,30,L2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3381,31,M,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
103,31,L1,1,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0
3604,31,R2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,2,2,0,0,0,0,0,0,0,0,3,0,0
1024,31,L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,31,M,1,0,1,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
16,31,R2,1,0,0,0,0,2,0,0,0,0,0,2,1,2,0,2,2,1,1,0,0,0,0,0,0,3,3,0
3707,32,M,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,3,0
4481,32,R2,1,0,0,0,0,1,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0
3926,32,L2,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0
236,32,L1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2500,0,0,2,2,0
2500,32,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,1,0
6806,32,R1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
5567,33,M,1,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
3044,33,R2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5501,33,M,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,0
4143,33,R2,1,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,3,0
88,33,L2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,2,3501,0,0,2,2,0
1317,33,L2,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0
175,34,M,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0
353,34,L2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0
771,34,R2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0
0,34,L1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,3,3,0
868,35,L2,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,3,0
2337,35,M,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
5943,35,R2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,1,0,0
3618,35,L2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1058,35,M,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,0
2337,35,R2,1,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,3,3,0
3146,36,R2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0
51,36,R2,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0
103,36,L1,1,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0,0,2,2,0
191,36,L2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
245,36,L2,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
2265,36,M,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7719,37,R2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0
2771,37,M,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0
2791,37,L2,1,0,0,0,0,2,0,0,0,0,0,2,1,2,1,2,1,0,0,0,0,0,0,0,0,2,2,0
1676,37,L2,1,0,1,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0
1923,37,L1,1,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,3,3,0
1690,37,R2,1,0,0,0,0,1,2,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5567,38,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,2,2,0
16,38,L1,1,0,0,0,0,2,0,0,0,0,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,3,3,0
772,38,R2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
236,38,L1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
3667,38,R1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
1218,39,L2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0
503,39,M,1,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0
3624,39,R2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,1218,1,0,1,2,0
3707,39,M,1,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,1,1,0,0,2,3624,0,0,2,2,0
5348,39,R2,1,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,3624,0,0,1,1,0
7885,39,L2,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
3604,40,R2,1,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,2,0
4381,40,M,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0
771,40,L2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,1,2,0
6806,40,R2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0
217,40,L1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
836,40,M,1,0,1,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0
4481,41,R2,1,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,41,M,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,1,0,0,0,0,0,1,0,3,0
3555,41,R1,1,0,0,0,0,0,0,0,0,1,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0
88,41,L2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,3,2830,0,0,3,3,0
5951,41,M,1,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0
2830,41,L2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0
5084,42,R2,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,3,0
250,42,L1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,1,1,0
7480,42,L2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,2,0
5811,42,M,1,0,1,0,0,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0
365,42,R2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,250,1,0,3,3,0
4143,42,L2,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0
7673,43,L2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2,0
190,43,R2,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2502,43,L2,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
7462,43,L2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,1,0
2500,43,M,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,0,1,1,0
175,44,R2,1,0,0,0,0,0,0,0,1,0,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,2,0
225,44,L2,1,0,0,0,0,1,1,0,0,0,0,1,2,2,2,1,2,0,0,0,0,2,1781,0,0,3,3,0
3381,44,L1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1781,44,M1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,3,0
1317,44,L2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0
125,45,L1,1,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,2,0,0,0,0,0,0,0,3,3,0
353,45,L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,1,2,0
3044,45,L2,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,353,1,0,2,2,0
1024,45,M,1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3926,45,L2,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
6401,45,R2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,2,0
5501,46,L2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,2,0
7885,46,L2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
103,46,M,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,771,0,0,2,3,0
4253,46,L1,1,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
5951,46,R2,1,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,1,771,0,0,2,2,0
1218,47,L2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,3,4,0,0,1,0,2,2,0
1676,47,R2,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,3,2,0,0,0,0,0,0,0,2,2,0
4143,47,M,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,3,830,0,0,2,2,0
836,47,M,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3542,47,L1,1,0,1,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0
7673,48,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
250,48,R2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,1,0,1,1,0
1923,48,L1,1,0,0,0,1,0,0,0,0,2,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
3604,48,L1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0
2502,48,L2,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0
5811,49,M,1,0,0,0,0,0,0,0,1,2,3,2,0,0,2,0,0,1,1,0,0,2,250,0,0,1,1,0
1317,49,R2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,2,2,0
3667,49,L2,1,1,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,1,1,0,0,1,5943,1,0,3,3,0
1690,49,R1,1,0,0,0,0,2,2,0,0,0,2,0,0,2,0,2,0,1,1,0,0,2,1017,0,0,1,2,0
5943,49,R2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1317,0,0,1,2,0
3146,49,L2,1,0,1,0,0,0,0,0,0,1,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,3,3,0
1792,50,M,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0
3555,50,L2,1,0,1,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0
16,50,R1,1,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,3624,0,0,3,3,0
3044,50,R2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0
3624,50,R2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,1,2,0
1918,50,L2,1,0,0,0,0,1,0,0,0,2,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
7651,51,R2,1,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,1,1,1,3,1,0,0,0,0,1,1,0
191,51,R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,1,2,0
217,51,M,1,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,191,0,0,1,1,0
449,51,M,1,0,1,0,0,0,0,0,0,1,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0
3618,51,L2,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
772,51,M,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,191,0,0,3,3,0
2500,52,R2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0
5348,52,R2,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,2,2500,0,0,3,3,0
175,52,L2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,1,353,0,0,1,0,0
2771,52,M,1,0,0,0,0,0,1,0,0,3,0,1,0,0,2,0,0,0,0,0,0,2,353,0,0,1,1,0
3926,52,L2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2830,52,M,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0
1058,53,L1,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,3,6401,0,0,2,2,0
1781,53,M,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
6806,53,L2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,5501,0,0,2,2,0
6401,53,R2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,2,0
7480,53,R1,1,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1,6401,0,0,1,1,0
88,54,M,1,0,1,0,0,0,0,0,0,0,1,4,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,0
225,54,L2,1,0,0,0,0,1,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,3,4253,0,0,2,2,0
868,54,L2,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,2,125,0,0,3,3,0
236,54,M,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,1,4253,0,0,1,1,0
4253,54,R2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,1,1,0
125,54,R1,1,0,0,0,0,2,0,0,0,0,1,2,1,2,0,2,2,0,3,0,0,0,0,0,0,1,3,0
3381,55,M,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,1,353,0,0,1,0,0
3707,55,L1,1,0,0,0,0,0,1,0,0,3,0,1,0,0,2,0,0,0,0,0,0,2,353,0,0,1,1,0
2265,55,M,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
353,55,R2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0
2791,55,R2,1,0,0,0,0,2,0,0,0,0,0,2,1,2,2,2,2,1,0,0,0,0,0,0,0,3,3,0
2265,55,L2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0
5567,56,R1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,2,0
503,56,R1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,3,0
5084,56,L2,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0
1024,56,L2,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
190,56,R2,1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,3,3,0
245,56,R2,1,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
4381,57,M,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3542,57,M,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,3,0,0,0,0,0,1,0,0,0
4481,57,R2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,3,0
365,57,L2,1,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0
1918,57,R2,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,1,0,1,0,0,0,3,4481,0,0,0,0,0
175,58,L2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,2,2,0
5811,58,M,1,0,1,0,0,0,0,0,0,0,4,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
6806,58,R2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0
2502,58,R2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,3,3,0
103,58,M,1,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0
1792,58,L2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
250,59,L2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0
1218,59,R2,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0
1690,59,M,1,0,0,0,0,1,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,3,250,0,0,3,3,0
217,59,R1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,0,3,5501,0,0,2,2,0
5501,59,L2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,2,2,0
236,59,R2,1,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0
3555,60,L2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,2,0
